# Planes
# center_x center_y center_z normal_x normal_y normal_z
-17.154607 -17.183384 -1.565458 -0.030308 0.056400 0.997948
26.207468 -0.504867 -1.601232 0.070412 0.000032 0.997518
25.146123 5.022177 -1.692039 0.073194 0.014549 0.997212
-23.440177 29.131630 -2.704225 0.288108 -0.166141 0.943075
-24.777534 -10.999075 -1.823203 -0.068519 -0.029183 0.997223
-22.994844 -10.882189 -1.815002 -0.034514 0.063074 0.997412
-20.962596 -13.157680 -1.644148 -0.066746 -0.042788 0.996852
-19.023504 -14.948896 -1.673361 0.036286 -0.021503 0.999110
22.270253 0.967344 -1.588759 0.092458 0.004783 0.995705
22.551885 2.967104 -1.626777 0.090220 0.008244 0.995888
23.066794 5.007821 -1.696838 0.075457 0.018096 0.996985
23.010122 6.668093 -1.726285 0.081947 0.022414 0.996385
17.247018 7.030515 -1.616878 -0.232369 -0.026812 0.972258
-10.329894 19.645191 -1.779111 0.719802 0.646233 -0.253511
-25.454853 24.971403 -2.635780 -0.056787 0.056421 0.996791
-20.679068 19.031451 -2.514268 0.179871 0.000952 0.983690
-21.386060 17.146451 -2.337966 0.438798 -0.074284 0.895510
-24.927403 1.272623 -1.765136 -0.078377 0.005122 0.996911
-22.729774 0.888149 -1.690448 -0.008262 0.048252 0.998801
-22.778572 -7.082262 -1.807664 0.080448 -0.078326 0.993677
-23.151905 -8.852335 -1.857578 0.000151 0.010309 0.999947
-20.910403 -11.097020 -1.723721 -0.077335 -0.049629 0.995769
-19.020627 -10.845111 -1.671102 -0.034467 0.034896 0.998796
-18.806346 -12.954491 -1.652963 -0.083815 -0.052155 0.995116
-16.757403 -14.958209 -1.668685 -0.046247 0.049592 0.997698
-15.081389 -15.104738 -1.597767 -0.036340 0.040758 0.998508
21.077275 -2.744124 -1.568629 0.006998 0.030558 0.999508
20.775374 0.952866 -1.588344 0.103748 0.005080 0.994591
21.032106 2.997534 -1.628638 0.060930 0.017990 0.997980
20.779330 4.975014 -1.702274 -0.014359 0.028226 0.999498
18.759517 5.255510 -1.644366 0.078622 -0.095758 0.992295
17.004940 11.041514 -1.733902 -0.024196 0.052110 0.998348
-18.824472 29.003467 -2.754657 -0.042862 0.070418 0.996596
-18.927275 26.976867 -2.720696 0.031242 0.017592 0.999357
-20.901412 26.834076 -2.703221 -0.057232 0.077155 0.995375
-24.396154 21.295808 -2.556553 -0.060087 0.056006 0.996621
-21.154324 15.220846 -2.244574 -0.372329 -0.091929 0.923537
-25.191417 7.142098 -2.014134 -0.077321 0.022892 0.996743
-20.970236 1.080569 -1.712865 0.017276 0.035945 0.999204
-20.854526 -5.092897 -1.789325 0.066757 -0.056062 0.996193
-21.116329 -6.911025 -1.864130 0.057634 0.002193 0.998335
-21.036085 -9.097289 -1.844733 -0.035465 0.057819 0.997697
-19.003845 -9.151219 -1.753976 -0.037967 0.057769 0.997608
-17.012559 -11.120191 -1.653079 -0.020841 0.004795 -0.999771
-16.782023 -12.825171 -1.685412 -0.037088 0.025449 -0.998988
20.873165 -1.027290 -1.595381 0.082199 -0.002969 0.996611
18.984134 1.002585 -1.608315 -0.005845 0.006010 0.999965
19.235279 2.986662 -1.652657 -0.009932 0.033336 0.999395
17.097423 5.069632 -1.727202 -0.040834 -0.032892 0.998624
-8.434642 17.502678 -1.729116 0.732586 0.680609 -0.009439
-11.370409 20.639871 -2.275548 -0.281145 -0.298706 0.911994
-12.866022 20.881265 -2.426772 -0.078793 -0.050944 0.995588
-17.292703 27.342454 -2.755791 -0.047260 0.076500 0.995949
-19.170818 24.955451 -2.671687 -0.070567 0.082909 0.994056
-20.872370 23.006671 -2.631601 -0.063608 0.073018 0.995300
-22.663684 8.988359 -2.006555 -0.088128 0.036286 0.995448
-20.792018 3.492577 -1.798059 -0.003490 0.025461 0.999670
-17.040358 -8.955649 -1.693862 0.029841 -0.041603 -0.998689
-14.881141 -13.081892 -1.692256 -0.057170 0.041027 0.997521
-13.000277 -12.917179 -1.615752 -0.042089 0.043796 0.998154
6.932185 -4.864904 -1.512157 -0.007787 0.092229 0.995707
18.908826 -2.212934 -1.585212 0.001459 0.031283 0.999510
19.024793 -1.000296 -1.610825 0.002339 0.008071 0.999965
10.941398 6.954457 -1.561382 0.411365 0.027960 -0.911042
15.621620 10.814126 -1.793891 -0.029453 0.002662 0.999563
-14.777822 23.316643 -2.545754 -0.050788 -0.002912 0.998705
-17.124466 23.019737 -2.639967 0.010846 0.003824 0.999934
-18.933864 20.953734 -2.551719 -0.077372 0.084023 0.993455
-18.653168 18.740034 -2.496151 -0.009645 0.025409 0.999631
-20.582193 9.262811 -2.038113 -0.057591 -0.002589 -0.998337
-19.192396 0.831951 -1.714851 0.000508 0.044177 0.999024
-18.729605 -3.066358 -1.793058 -0.061833 0.059022 -0.996340
-18.899573 -4.763679 -1.887674 0.053796 -0.014946 0.998440
-19.051443 -6.967366 -1.869092 -0.013013 0.036829 0.999237
-14.942033 -8.971151 -1.676819 0.014129 0.009886 0.999851
-14.871165 -10.976618 -1.697866 0.036880 -0.024187 0.999027
15.064544 -1.112445 -1.627906 -0.017933 0.050833 0.998546
16.987498 0.999598 -1.632635 -0.021114 0.011316 0.999713
17.178865 3.031758 -1.686486 -0.020596 0.036207 0.999132
15.567480 9.262466 -1.819002 -0.028803 0.007518 0.999557
-6.548828 15.392591 -1.749660 0.740783 0.669366 -0.056476
-9.407996 18.511244 -2.207106 -0.213331 -0.123168 0.969185
-10.788356 18.893710 -2.346090 -0.084990 -0.060070 0.994569
-14.925495 20.937492 -2.560299 -0.076416 -0.021960 0.996834
-16.835132 20.977408 -2.586566 -0.097932 0.096622 0.990492
-17.040781 18.985187 -2.502427 0.011532 0.033970 0.999356
-19.291879 17.218745 -2.472034 -0.073984 0.068774 0.994885
-18.967913 15.002476 -2.374513 0.039372 0.042816 0.998307
-18.772402 13.274942 -2.293586 0.028036 0.070148 0.997143
-18.798637 9.064036 -2.120294 0.045766 0.063322 0.996943
-18.830376 6.990102 -1.906012 0.015246 0.040862 0.999048
-18.801725 4.911292 -1.837517 -0.003060 0.015672 0.999873
-18.729098 3.262500 -1.791528 0.002644 0.031772 0.999492
-16.957935 -1.036778 -1.785844 0.064421 -0.041581 0.997056
-16.869938 -6.987319 -1.797902 -0.043304 0.070783 0.996551
-12.968877 -10.888177 -1.730903 -0.012514 0.056732 0.998311
16.972706 -0.981372 -1.627672 -0.014400 0.008648 0.999859
-14.961770 19.043710 -2.550314 0.023801 0.057735 0.998048
-17.131989 16.931384 -2.446931 -0.108141 0.104392 0.988639
-16.953589 10.982303 -2.239406 0.050577 0.022895 0.998458
-18.744489 10.756892 -2.203002 0.031648 0.035468 0.998870
-18.343834 7.781467 -2.045791 0.083281 0.059932 0.994722
-16.750138 6.342927 -1.824615 -0.043952 0.073990 0.996290
-17.080194 5.080042 -1.788495 -0.040589 0.031283 0.998686
-16.870987 -2.863816 -1.896307 0.054288 -0.045198 0.997502
