# Planes
# center_x center_y center_z normal_x normal_y normal_z
59.009067 15.383941 1.058551 -0.011638 -0.999726 0.020305
56.891484 15.168791 0.940487 -0.039177 0.997689 -0.055518
54.936888 16.982526 1.276505 0.998443 0.052866 0.017779
54.825256 18.583179 1.501089 0.998558 0.053450 -0.005057
44.280315 15.012244 0.659269 0.999178 0.040024 -0.006485
41.201381 14.162105 0.872289 -0.159867 0.933348 0.321411
36.288397 11.686068 0.685173 0.136404 -0.990512 -0.016742
31.562369 10.221264 0.324247 0.709953 -0.386771 -0.588537
36.826761 13.764527 0.742556 0.060100 -0.996984 0.049101
32.855142 11.522646 0.512907 0.854253 -0.519830 -0.005302
35.079265 13.746340 0.583264 0.035781 0.994856 -0.094767
32.818154 13.523290 0.528983 -0.170115 0.980022 -0.103040
28.853796 13.248249 0.479550 -0.216853 0.972190 -0.088438
24.832706 12.935371 0.441802 -0.116298 0.992445 -0.039093
23.679503 13.314436 0.434410 0.967737 0.251185 -0.019777
23.247165 18.848047 0.553456 0.997322 0.058482 -0.043912
23.112239 20.756733 0.745294 0.997512 0.067651 0.019823
18.275034 9.297610 0.313419 0.042762 -0.931758 0.360553
17.829422 9.425164 0.322471 0.845192 0.502582 0.181832
19.165194 19.384894 0.500386 -0.672733 -0.574966 0.465666
14.711581 17.328922 0.421889 0.563454 0.709643 -0.422997
11.517625 43.516686 1.362083 0.632299 0.764110 0.127804
10.458061 44.457256 1.296603 0.626854 0.777695 0.047371
9.387410 45.426703 1.256543 0.639704 0.745478 -0.187194
8.412470 46.284344 1.311867 0.593270 0.796489 -0.116769
7.689911 46.849372 1.327257 0.656165 0.754594 -0.005836
12.640691 16.950228 0.425092 0.996764 0.079639 0.010902
12.793335 14.943518 0.372729 0.997092 0.074685 0.015128
11.092205 12.129916 0.363589 -0.051305 0.996864 -0.060248
11.616604 8.943242 0.290740 -0.345968 0.937838 -0.027688
9.315152 12.039655 0.373981 -0.039929 0.999159 -0.009307
8.691881 11.951320 0.333355 -0.026076 0.997328 -0.068239
7.244888 11.832808 0.352579 -0.085147 0.996068 -0.024445
4.485215 11.720096 0.416321 -0.319836 0.946073 -0.051494
3.315335 11.496046 0.411834 -0.129871 0.990631 -0.042228
-29.873389 24.281542 1.023310 0.974804 0.020583 -0.222111
4.093754 6.091801 0.601391 0.936549 0.322957 -0.136289
4.156444 5.582139 0.545336 0.994826 0.090699 -0.045772
-11.832242 5.568628 0.563243 -0.534999 0.844629 -0.019427
-12.280887 5.239619 0.947431 -0.593815 0.795298 0.122003
-39.727700 -7.134651 2.099852 0.029473 0.010113 0.999514
4.485224 -3.431650 0.606189 0.991028 -0.035647 0.128814
